DateTime,active,reactive,intensity,Sub1,Sub2,Sub3
01/01/2010 00:00,65.152,5.05,268.6,0,0,511
01/01/2010 01:00,39.074,8.924,163.4,0,48,39
01/01/2010 02:00,38.076,6.19,159.2,0,0,40
01/01/2010 03:00,39.18,4.788,162.4,0,0,83
01/01/2010 04:00,38.764,8.21,161.2,0,45,40
01/01/2010 05:00,37.704,6.256,156.8,0,7,39
01/01/2010 06:00,36.664,3.784,152,0,0,40
01/01/2010 07:00,36.752,4.534,150.2,0,7,40
01/01/2010 08:00,39.606,9.344,168.2,0,38,39
01/01/2010 09:00,36.364,4.178,149.4,0,0,39
01/01/2010 10:00,88.312,4.302,362.8,0,0,899
01/01/2010 11:00,50.072,11.514,210.2,0,49,192
01/01/2010 12:00,36.38,4.434,149.2,0,0,40
01/01/2010 13:00,75.136,4.698,316.4,358,0,39
01/01/2010 14:00,117.392,11.054,495.6,1083,27,89
01/01/2010 15:00,45.146,6.18,185.2,2,18,40
01/01/2010 16:00,168.056,7.482,694.2,849,0,943
01/01/2010 17:00,69.732,7.816,290,12,2,164
01/01/2010 18:00,29.584,10.232,124.4,0,42,40
01/01/2010 19:00,24.424,4.506,99.4,0,0,41
01/01/2010 20:00,25.966,6.834,106.8,0,0,40
01/01/2010 21:00,27.28,9.488,118.2,0,44,40
01/01/2010 22:00,24.138,4.468,99.8,0,0,40
01/01/2010 23:00,35.298,11.07,149.8,0,0,41
02/01/2010 00:00,70.98,8.724,291,0,33,872
02/01/2010 01:00,18.252,5.45,77,0,10,41
02/01/2010 02:00,19.102,6.494,81,0,0,42
02/01/2010 03:00,18.61,5.65,76.8,0,7,42
02/01/2010 04:00,19.976,7.95,85.8,0,36,41
02/01/2010 05:00,18.918,5.904,80.6,0,0,41
02/01/2010 06:00,17.892,4.078,73.6,0,0,41
02/01/2010 07:00,20.272,8.536,88.2,0,43,41
02/01/2010 08:00,27.774,8.364,124.6,0,0,41
02/01/2010 09:00,79.442,7.596,330,0,0,751
02/01/2010 10:00,77.738,8.746,319.8,0,29,990
02/01/2010 11:00,23.462,6.68,102,0,13,40
02/01/2010 12:00,20.22,5.878,85.4,0,0,41
02/01/2010 13:00,18.118,4.08,75.8,0,0,41
02/01/2010 14:00,21.84,9.514,97.2,0,42,41
02/01/2010 15:00,20.9,6.156,89,0,0,41
02/01/2010 16:00,26.078,4.754,105.8,0,0,40
02/01/2010 17:00,139.908,27.508,592,40,43,906
02/01/2010 18:00,207.984,13.256,875.4,761,0,1062
02/01/2010 19:00,124.024,13.844,526.2,0,0,500
02/01/2010 20:00,132.84,14.838,555.4,0,25,602
02/01/2010 21:00,84.342,5.822,348.6,0,17,39
02/01/2010 22:00,63.83,2.918,259.4,0,0,45
02/01/2010 23:00,36.334,6.676,147.4,0,0,83
03/01/2010 00:00,24.1,8.916,103.6,0,42,40
03/01/2010 01:00,33.056,4.336,138,0,0,254
03/01/2010 02:00,42.83,5.288,176.6,0,0,408
03/01/2010 03:00,22.204,7.792,99,0,43,41
03/01/2010 04:00,20.366,4.36,87.2,0,0,42
03/01/2010 05:00,20.846,5.428,89.4,0,0,41
03/01/2010 06:00,20.338,4.672,86.6,0,18,41
03/01/2010 07:00,21.306,5.768,90.6,0,23,41
03/01/2010 08:00,50.638,4.758,210.8,0,0,339
03/01/2010 09:00,70.484,4.626,291.4,0,0,691
03/01/2010 10:00,185.154,9.704,767.4,577,641,1167
03/01/2010 11:00,156.514,7.692,644.6,1059,0,1125
03/01/2010 12:00,178.688,16.56,751.4,1101,0,1116
03/01/2010 13:00,124.59,10.052,523,11,579,865
03/01/2010 14:00,172.244,10.26,713,0,1848,40
03/01/2010 15:00,108.162,6.13,439.4,0,27,763
03/01/2010 16:00,122.936,12.566,506.6,0,71,1131
03/01/2010 17:00,108.29,10.278,465.6,0,10,637
03/01/2010 18:00,72.898,11.052,320,0,10,38
03/01/2010 19:00,158.39,16.524,665.4,0,961,352
03/01/2010 20:00,194.988,3.22,810.8,501,566,780
03/01/2010 21:00,120.286,11.568,499,592,64,40
03/01/2010 22:00,32.918,6.184,136.6,1,17,41
03/01/2010 23:00,21.228,3.876,87.6,0,0,41
04/01/2010 00:00,23.982,7.996,103.8,0,19,41
04/01/2010 01:00,22.446,5.944,96.6,0,24,41
04/01/2010 02:00,21.29,3.202,88.2,0,0,41
04/01/2010 03:00,54.06,5.058,220.8,0,0,568
04/01/2010 04:00,23.44,7.302,98.2,0,42,42
04/01/2010 05:00,20.988,3.176,87.2,0,0,42
04/01/2010 06:00,58.43,5.486,243.2,0,0,301
04/01/2010 07:00,158.976,10.562,659,0,40,1158
04/01/2010 08:00,88.772,3.426,361.6,0,0,1173
04/01/2010 09:00,88.71,4.448,359.4,0,0,1146
04/01/2010 10:00,88.6,3.948,358.4,0,12,1153
04/01/2010 11:00,89.1,6.274,360.6,0,30,1140
04/01/2010 12:00,76.934,6.234,314.8,0,0,940
04/01/2010 13:00,21.216,3.65,87.2,0,0,42
04/01/2010 14:00,24.264,8.666,103,0,42,42
04/01/2010 15:00,22.502,5.422,94.2,0,0,42
04/01/2010 16:00,21.464,4.02,87.6,0,0,42
04/01/2010 17:00,46.322,11.548,201.6,0,15,41
04/01/2010 18:00,99.142,13.864,414.4,0,26,40
04/01/2010 19:00,148.998,8.476,617.6,0,0,793
04/01/2010 20:00,115.988,9.136,484,0,0,198
04/01/2010 21:00,97.512,6.808,401.4,0,42,40
04/01/2010 22:00,125.77,6.98,514.6,0,0,1090
04/01/2010 23:00,65.226,4.778,265.8,0,0,656
05/01/2010 00:00,22.982,4.696,98.4,0,13,41
05/01/2010 01:00,22.84,6.446,98.2,0,28,41
05/01/2010 02:00,21.998,4.752,93.8,0,0,41
05/01/2010 03:00,20.56,3.112,84.8,0,0,42
05/01/2010 04:00,20.166,7.06,86.2,0,42,41
05/01/2010 05:00,18.896,4.698,78.6,0,0,42
05/01/2010 06:00,73.382,3.89,301.8,0,0,704
05/01/2010 07:00,141.36,5.382,590,314,0,769
05/01/2010 08:00,165.466,16.162,690.8,311,41,1105
05/01/2010 09:00,131.646,7.466,542.2,580,0,1178
05/01/2010 10:00,92.986,4.82,382.8,0,0,1139
05/01/2010 11:00,95.524,6.28,397.2,0,25,1148
05/01/2010 12:00,91.618,6.732,372.8,0,17,1143
05/01/2010 13:00,93.052,3.556,377.2,0,0,1148
05/01/2010 14:00,105.862,4.296,430.2,0,0,1153
05/01/2010 15:00,111.954,7.23,447.6,0,42,1174
05/01/2010 16:00,144.94,3.002,583.4,0,0,1158
